StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,academic_yes_no,research_yes_no,gender,title,discipline,last_published,academia_length,phd_dissertation,bat_1,bat_2,bat_3,bat_4,ppqr_1,ppqr_2,ppqr_3,ppqr_4,ppqr_5,ppqr_6,ppqr_7,ppqr_8,ppqr_9,ppqr_10,ppqr_11,ppqr_12,ppqr_13,ppqr_14,ppqr_15,ppqr_16,ppqr_17,ppqr_18,jis_1,jis_2,jis_3,jis_4,wlbm_1,wlbm_2,wlbm_3,wlbm_4,copsoq_workload_1,copsoq_workload_2,copsoq_workload_3,copsoq_workload_4,copsoq_workload_5,copsoq_soc_sup_1,copsoq_soc_sup_2,copsoq_soc_sup_3,copsoq_soc_sup_4,copsoq_soc_sup_5,copsoq_soc_sup_6,copsoq_oppor_1,copsoq_oppor_2,copsoq_oppor_3,attention_2,qrp_attitude_1,qrp_attitude_2,qrp_attitude_3,qrp_attitude_4,qrp_attitude_5,qrp_attitude_6,qrp_attitude_7,qrp_attitude_8,copsoq_infl_1,copsoq_infl_2,copsoq_infl_3,copsoq_infl_4,copsoq_infl_5,copsoq_infl_6,copsoq_meaning_1,copsoq_meaning_2,role_ambiguity_1,role_ambiguity_2,role_ambiguity_3,role_ambiguity_4,role_ambiguity_5,role_ambiguity_6,role_ambiguity_7,role_ambiguity_8,role_ambiguity_9,role_ambiguity_10,role_ambiguity_11,role_ambiguity_12,pay_satisfaction_1,pay_satisfaction_2,tool_satisfaction_1,tool_satisfaction_2,general_satisfaction_1,general_satisfaction_2,open_time
2025-03-28 14:53:23,2025-03-28 14:58:44,IP Address,100,320,True,2025-03-28 14:58:44,R_2ilFAYXGMWEE3Lc,anonymous,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Never,Never,Never,Never,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Rarely,Rarely,Often,Rarely,Always,Always,Often,Always,Always,Always,Often,Often,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Always,Always,Always,Always,Often,Sometimes,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Slightly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Very dissatisfied,Very dissatisfied,Slightly dissatisfied,Very satisfied,Slightly dissatisfied,Slightly dissatisfied,Disagree
2025-03-28 14:48:23,2025-03-28 15:05:23,IP Address,100,1019,True,2025-03-28 15:05:23,R_1pYMRbKyzeBxD8h,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Sometimes,Never,Never,Sometimes,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Sometimes,Rarely,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Often,Often,Often,Often,Often,Often,Often,Often,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Strongly disagree,Satisfied,Satisfied,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-28 15:09:55,2025-03-28 15:21:13,IP Address,100,678,True,2025-03-28 15:21:14,R_8Cax46GMX79wPyp,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,More than 10 years,,Sometimes,Rarely,Rarely,Sometimes,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Often,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Often,Often,Sometimes,Always,Often,Always,Strongly agree,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely acceptable,Neither acceptable or unacceptable,Completely acceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Often,Always,Often,Disagree,Agree,Slightly disagree,Disagree,Agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neither satisfied nor dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Satisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Agree
2025-03-28 14:57:20,2025-03-28 16:32:18,IP Address,100,5698,True,2025-03-28 16:32:19,R_6Sk85JNUNeH335n,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28 19:33:34,2025-03-28 19:49:56,IP Address,100,981,True,2025-03-28 19:49:56,R_2Dvvydlx2rVWBjB,anonymous,EN,Yes,Yes,Yes,Woman,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Sometimes,Sometimes,Sometimes,Agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Strongly agree,Neither acceptable or unacceptable,Somewhat acceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Often,Often,Rarely,Often,Often,Often,Often,Often,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Slightly agree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Satisfied,Slightly satisfied,Disagree
2025-03-28 20:20:56,2025-03-28 20:39:38,IP Address,100,1122,True,2025-03-28 20:39:39,R_2R1RpKXVOVyqD2p,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",In the last 5 years,6-10 years,,Rarely,Never,Never,Rarely,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Always,Often,Often,Often,Often,Often,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Often,Sometimes,Sometimes,Often,Often,Often,Always,Always,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-28 21:00:09,2025-03-28 21:00:45,IP Address,100,35,True,2025-03-28 21:00:45,R_8sIbwB0nxh6AmdP,anonymous,EN,Yes,Yes,Yes,Man,PhD student,Non-STEM,More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 09:05:03,2025-03-29 09:10:06,IP Address,100,302,True,2025-03-29 09:10:06,R_2gSgbnzz5iTHhow,anonymous,EN,Yes,Yes,Yes,Woman,This does not apply to me,Non-STEM,This year,1-5 years,,Sometimes,Never,Rarely,Often,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Often,Often,Often,Rarely,Rarely,Often,Rarely,Rarely,Often,Always,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Always,Always,Always,Strongly agree,Agree,Slightly disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Slightly disagree,Neither agree nor disagree,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree
2025-03-29 12:45:26,2025-03-29 12:55:35,IP Address,100,608,True,2025-03-29 12:55:35,R_4QQUN6WoXN2n743,anonymous,EN,Yes,Yes,Yes,Man,Post Doc,Non-STEM,This year,More than 10 years,,Sometimes,Rarely,Rarely,Often,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Often,Often,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Slightly disagree,Slightly disagree,Slightly dissatisfied,Slightly dissatisfied,Dissatisfied,Dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Agree
2025-03-30 09:53:28,2025-03-30 09:53:43,IP Address,100,15,True,2025-03-30 09:53:43,R_98KF9W3bI2MfuKJ,anonymous,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 12:17:40,2025-03-30 12:18:11,IP Address,100,31,True,2025-03-30 12:18:11,R_8R2YqD3CBc3ppSZ,anonymous,EN,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 06:31:51,2025-03-31 06:36:06,IP Address,100,255,True,2025-03-31 06:36:07,R_2cI2yTwIPBx2WY1,anonymous,EN,Yes,Yes,Yes,Woman,Assistant Professor,"STEM (science, technology, engineering, mathematics)",In the last year,6-10 years,,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Always,Always,Always,Never,Rarely,Never,Rarely,Never,Never,Always,Often,Never,Often,Always,Strongly agree,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Slightly satisfied,Slightly satisfied,Disagree
2025-03-31 08:52:48,2025-03-31 09:05:55,IP Address,100,787,True,2025-03-31 09:05:55,R_2QFNkZq0TDXTCI7,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,In the last year,6-10 years,,Rarely,Rarely,Rarely,Sometimes,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Sometimes,Often,Often,Rarely,Rarely,Always,Always,Often,Always,Always,Always,Always,Often,Always,Strongly agree,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Often,Often,Often,Often,Agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Neither satisfied nor dissatisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Satisfied,Satisfied,Agree
2025-03-31 10:43:18,2025-03-31 10:51:27,IP Address,100,488,True,2025-03-31 10:51:28,R_5QWpGzRKxI8Ssfh,anonymous,EN,Yes,Yes,Yes,Man,Assistant Professor,Non-STEM,This year,6-10 years,,Often,Sometimes,Often,Sometimes,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Always,Often,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,Always,Always,Sometimes,Often,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly satisfied,Slightly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Agree
2025-03-28 14:45:31,2025-03-31 13:08:40,IP Address,100,249789,True,2025-03-31 13:08:41,R_8rqOgPYV3y3vK2m,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01 14:50:38,2025-04-01 14:50:50,IP Address,100,11,True,2025-04-01 14:50:51,R_5GUkISph3FjeaQ3,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01 14:56:09,2025-04-01 14:57:05,IP Address,100,55,True,2025-04-01 14:57:06,R_7Y5s79xkPvCwMNn,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01 14:49:46,2025-04-01 15:04:37,IP Address,100,891,True,2025-04-01 15:04:38,R_5V7n02zuGK2ITPe,email,EN,Yes,Yes,Yes,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,,Sometimes,Rarely,Rarely,Rarely,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Rarely,Rarely,Often,Rarely,Often,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Often,Rarely,Sometimes,Often,Often,Sometimes,Often,Sometimes,Agree,Slightly agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Slightly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Satisfied,Slightly satisfied,Disagree
2025-04-01 14:54:29,2025-04-01 15:07:10,IP Address,100,760,True,2025-04-01 15:07:10,R_5ktheox5x7WD1HT,email,EN,Yes,Yes,Yes,Woman,This does not apply to me,Non-STEM,This year,More than 10 years,,Often,Sometimes,Sometimes,Often,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Often,Sometimes,Sometimes,Often,Rarely,Always,Always,Sometimes,Often,Often,Rarely,Often,Often,Often,Strongly disagree,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Slightly agree,Slightly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Dissatisfied,Dissatisfied,Very dissatisfied,Satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Agree
2025-04-01 15:20:00,2025-04-01 15:38:34,IP Address,100,1114,True,2025-04-01 15:38:35,R_1r8OmKAbIHn0ZPE,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,More than 10 years,,Rarely,Never,Rarely,Never,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Rarely,Rarely,Often,Often,Rarely,Always,Always,Always,Strongly agree,Completely acceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Always,Always,Often,Often,Often,Often,Often,Always,Agree,Slightly disagree,Slightly disagree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Disagree,Slightly satisfied,Slightly satisfied,Dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-01 15:24:47,2025-04-01 15:46:58,IP Address,100,1330,True,2025-04-01 15:46:58,R_7YP6deNdkt6Gjbo,email,EN,Yes,Yes,Yes,Woman,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Rarely,Rarely,Rarely,Rarely,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Sometimes,Rarely,Rarely,Often,Rarely,Often,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Often,Often,Often,Often,Often,Always,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Slightly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Agree
2025-04-01 15:49:36,2025-04-01 15:49:50,IP Address,100,13,True,2025-04-01 15:49:50,R_7cnkDyqZ0TfbQYQ,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01 16:39:34,2025-04-01 16:48:43,IP Address,100,548,True,2025-04-01 16:48:43,R_6DHyq07EHcM7SYF,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Rarely,Never,Sometimes,Disagree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Always,Always,Always,Never,Rarely,Often,Rarely,Rarely,Always,Always,Rarely,Always,Always,Always,Strongly disagree,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely acceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Always,Always,Always,Always,Always,Always,Always,Always,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Strongly disagree,Slightly agree,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Agree
2025-04-01 17:00:09,2025-04-01 17:17:15,IP Address,100,1026,True,2025-04-01 17:17:15,R_2wLUyOeqVX4kFH3,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,6-10 years,,Rarely,Sometimes,Sometimes,Rarely,Disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Always,Rarely,Often,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Often,Sometimes,Often,Often,Always,Often,Often,Strongly disagree,Agree,Disagree,Slightly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Slightly satisfied,Slightly satisfied,Very dissatisfied,Satisfied,Satisfied,Satisfied,Agree
2025-04-01 17:11:34,2025-04-01 17:20:09,IP Address,100,515,True,2025-04-01 17:20:10,R_10hIO1avQtu9vmp,email,EN,Yes,Yes,Yes,Man,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,I don't know/ This does not apply to me/ 0 articles,Sometimes,Rarely,Rarely,Rarely,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Sometimes,Often,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Often,Always,Rarely,Always,Often,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Rarely,Often,Often,Sometimes,Often,Always,Always,Strongly agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Agree,Disagree,Disagree,Agree,Disagree,Dissatisfied,Dissatisfied,Dissatisfied,Very satisfied,Very satisfied,Very satisfied,Agree
