"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Often","Rarely","Sometimes","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Sometimes","Often","Sometimes","Rarely","Rarely","Sometimes","Never","Never","Never","Sometimes","Rarely","Rarely","Often","Rarely","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Sometimes","Often","Often","Often","Often","Slightly disagree","Slightly agree","Slightly disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Slightly agree","Neither agree nor disagree","Agree","Dissatisfied","Dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Satisfied","Satisfied","Agree",22,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","Non-STEM","In the last year","More than 10 years","","Sometimes","Often","Sometimes","Often","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Always","Often","Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Always","Often","Often","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Sometimes","Always","Sometimes","Sometimes","Strongly disagree","Agree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Slightly agree","Disagree","Slightly satisfied","Satisfied","Dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",23,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Never","Never","Never","Never","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","Agree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Rarely","Rarely","Rarely","Often","Rarely","Always","Always","Often","Always","Always","Always","Often","Often","Often","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Always","Always","Often","Sometimes","Agree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Neither agree nor disagree","Slightly agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Very dissatisfied","Very dissatisfied","Slightly dissatisfied","Very satisfied","Slightly dissatisfied","Slightly dissatisfied","Disagree",24,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","Non-STEM","This year","1-5 years","3-4 articles","Sometimes","Never","Never","Sometimes","Disagree","Neither agree nor disagree","Disagree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Sometimes","Rarely","Rarely","Often","Rarely","Often","Sometimes","Sometimes","Sometimes","Often","Rarely","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Often","Often","Often","Often","Often","Often","Often","Often","Slightly disagree","Slightly agree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Slightly disagree","Strongly disagree","Satisfied","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Agree",25,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Agree","Strongly agree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly disagree","Agree","Disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Often","Often","Sometimes","Always","Often","Always","Strongly agree","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely acceptable","Neither acceptable or unacceptable","Completely acceptable","Completely unacceptable","Often","Often","Sometimes","Often","Sometimes","Often","Always","Often","Disagree","Agree","Slightly disagree","Disagree","Agree","Disagree","Slightly agree","Slightly disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Neither satisfied nor dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Agree",26,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","Non-STEM","More than 10 years ago or Never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Sometimes","Sometimes","Agree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Agree","Agree","Disagree","Disagree","Agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Never","Rarely","Rarely","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Strongly agree","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Often","Rarely","Often","Often","Often","Often","Often","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Slightly agree","Disagree","Slightly disagree","Slightly agree","Disagree","Disagree","Disagree","Slightly agree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Satisfied","Slightly satisfied","Disagree",28,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","STEM (science, technology, engineering, mathematics)","In the last 5 years","6-10 years","","Rarely","Never","Never","Rarely","Strongly disagree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Neither agree nor disagree","Disagree","Strongly disagree","Disagree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Sometimes","Sometimes","Sometimes","Often","Rarely","Often","Always","Often","Often","Often","Often","Often","Always","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Often","Sometimes","Sometimes","Often","Often","Often","Always","Always","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",29,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","Non-STEM","More than 10 years ago or Never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","This does not apply to me","Non-STEM","This year","1-5 years","","Sometimes","Never","Rarely","Often","Disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Often","Often","Often","Rarely","Rarely","Often","Rarely","Rarely","Often","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Sometimes","Always","Always","Always","Strongly agree","Agree","Slightly disagree","Strongly agree","Disagree","Neither agree nor disagree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Slightly disagree","Neither agree nor disagree","Very satisfied","Very satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree",31,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Often","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Often","Often","Rarely","Rarely","Rarely","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Slightly agree","Slightly disagree","Disagree","Slightly disagree","Slightly agree","Slightly disagree","Slightly agree","Slightly disagree","Disagree","Disagree","Slightly disagree","Slightly disagree","Slightly dissatisfied","Slightly dissatisfied","Dissatisfied","Dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",32,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33,"Failed"
TRUE,TRUE,TRUE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",34,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years","","Always","Always","Always","Always","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Always","Always","Always","Never","Rarely","Never","Rarely","Never","Never","Always","Often","Never","Often","Always","Strongly agree","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat acceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Sometimes","Never","Never","Never","Never","Never","Sometimes","Sometimes","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",35,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","Non-STEM","In the last year","6-10 years","","Rarely","Rarely","Rarely","Sometimes","Disagree","Agree","Strongly agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Agree","Neither agree nor disagree","Disagree","Disagree","Disagree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Sometimes","Often","Often","Rarely","Rarely","Always","Always","Often","Always","Always","Always","Always","Often","Always","Strongly agree","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Often","Often","Often","Often","Agree","Slightly agree","Slightly disagree","Disagree","Slightly agree","Disagree","Agree","Disagree","Slightly disagree","Slightly agree","Disagree","Slightly agree","Neither satisfied nor dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Satisfied","Satisfied","Agree",36,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","Non-STEM","This year","6-10 years","","Often","Sometimes","Often","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Always","Often","Often","Rarely","Rarely","Sometimes","Sometimes","Rarely","Often","Always","Always","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Sometimes","Sometimes","Often","Often","Often","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Slightly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Slightly satisfied","Slightly satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Agree",37,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","Non-STEM","More than 10 years ago or Never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","STEM (science, technology, engineering, mathematics)","This year","1-5 years","","Sometimes","Rarely","Rarely","Rarely","Agree","Strongly disagree","Disagree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Rarely","Rarely","Rarely","Often","Rarely","Often","Often","Often","Often","Often","Often","Sometimes","Often","Sometimes","Strongly agree","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Rarely","Sometimes","Often","Often","Sometimes","Often","Sometimes","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Slightly disagree","Disagree","Strongly disagree","Strongly disagree","Slightly disagree","Slightly agree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Satisfied","Slightly satisfied","Disagree",41,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","This does not apply to me","Non-STEM","This year","More than 10 years","","Often","Sometimes","Sometimes","Often","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Sometimes","Often","Rarely","Always","Always","Sometimes","Often","Often","Rarely","Often","Often","Often","Strongly disagree","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Sometimes","Sometimes","Often","Sometimes","Often","Often","Sometimes","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Slightly agree","Slightly disagree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Dissatisfied","Dissatisfied","Very dissatisfied","Satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",42,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","This year","More than 10 years","","Rarely","Never","Rarely","Never","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Strongly disagree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Rarely","Rarely","Often","Often","Rarely","Always","Always","Always","Strongly agree","Completely acceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Always","Always","Often","Often","Often","Often","Often","Always","Agree","Slightly disagree","Slightly disagree","Agree","Disagree","Agree","Slightly agree","Slightly disagree","Strongly disagree","Strongly agree","Slightly disagree","Disagree","Slightly satisfied","Slightly satisfied","Dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Agree",43,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Rarely","Rarely","Rarely","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Sometimes","Rarely","Rarely","Often","Rarely","Often","Often","Sometimes","Often","Often","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Often","Often","Often","Often","Often","Always","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Agree","Slightly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Very satisfied","Agree",44,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",45,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Rarely","Never","Sometimes","Disagree","Strongly agree","Strongly agree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Always","Always","Always","Never","Rarely","Often","Rarely","Rarely","Always","Always","Rarely","Always","Always","Always","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Always","Always","Always","Always","Always","Always","Always","Strongly disagree","Strongly agree","Strongly disagree","Slightly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Slightly disagree","Strongly disagree","Slightly agree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Very satisfied","Agree",46,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","This year","6-10 years","","Rarely","Sometimes","Sometimes","Rarely","Disagree","Strongly agree","Agree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Often","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Always","Rarely","Often","Always","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Often","Sometimes","Often","Often","Always","Often","Often","Strongly disagree","Agree","Disagree","Slightly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Slightly satisfied","Slightly satisfied","Very dissatisfied","Satisfied","Satisfied","Satisfied","Agree",47,"Passed"
