"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","STEM (science, technology, engineering, mathematics)","This year","1-5 years","I don't know/ This does not apply to me/ 0 articles","Sometimes","Rarely","Rarely","Rarely","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Often","Sometimes","Often","Rarely","Rarely","Rarely","Rarely","Often","Always","Rarely","Always","Often","Often","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Rarely","Often","Often","Sometimes","Often","Always","Always","Strongly agree","Strongly agree","Agree","Slightly agree","Slightly agree","Agree","Slightly disagree","Agree","Disagree","Disagree","Agree","Disagree","Dissatisfied","Dissatisfied","Dissatisfied","Very satisfied","Very satisfied","Very satisfied","Agree",48,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","Non-STEM","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Rarely","Rarely","Sometimes","Never","Rarely","Often","Rarely","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Often","Sometimes","Often","Often","Always","Always","Always","Strongly agree","Neither agree nor disagree","Agree","Agree","Disagree","Slightly agree","Strongly agree","Disagree","Disagree","Strongly disagree","Neither agree nor disagree","Disagree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",49,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","Non-STEM","This year","6-10 years","","Often","Sometimes","Rarely","Rarely","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Disagree","Disagree","Agree","Somewhat disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Often","Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Often","Always","Often","Strongly agree","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely acceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Always","Always","Often","Always","Always","Always","Often","Often","Agree","Agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Agree","Disagree","Slightly satisfied","Slightly satisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",50,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","STEM (science, technology, engineering, mathematics)","This year","1-5 years","I don't know/ This does not apply to me/ 0 articles","Sometimes","Never","Never","Sometimes","Neither agree nor disagree","Disagree","Disagree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Strongly agree","Agree","Agree","Disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Often","Rarely","Sometimes","Often","Rarely","Always","Always","Sometimes","Often","Often","Often","Always","Always","Always","Strongly agree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely acceptable","Always","Often","Often","Always","Sometimes","Always","Often","Sometimes","Slightly disagree","Slightly disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Disagree","Slightly agree","Strongly disagree","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",51,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","1-5 years","","Sometimes","Rarely","Rarely","Rarely","Neither agree nor disagree","Strongly agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Rarely","Often","Rarely","Often","Often","Often","Sometimes","Sometimes","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Sometimes","Rarely","Sometimes","Often","Often","Often","Often","Agree","Slightly disagree","Slightly disagree","Agree","Slightly agree","Agree","Slightly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Slightly dissatisfied","Slightly dissatisfied","Dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",52,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last 5 years","More than 10 years","","Always","Often","Often","Sometimes","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Disagree","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Never","Never","Never","Never","Never","Never","Always","Always","Sometimes","Strongly disagree","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Sometimes","Always","Never","Never","Sometimes","Rarely","Always","Always","Agree","Disagree","Disagree","Agree","Slightly agree","Slightly agree","Agree","Disagree","Disagree","Disagree","Slightly disagree","Slightly agree","Satisfied","Satisfied","Very dissatisfied","Dissatisfied","Very satisfied","Very satisfied","Agree",53,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",55,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Often","Rarely","Often","Often","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Sometimes","Sometimes","Often","Sometimes","Often","Often","Sometimes","Slightly disagree","Agree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Agree","Slightly agree","Slightly agree","Slightly agree","Neither agree nor disagree","Slightly disagree","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",56,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","1-5 years","","Sometimes","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Somewhat acceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Often","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly dissatisfied","Slightly dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Slightly satisfied","Agree",57,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years","","Rarely","Never","Rarely","Rarely","Neither agree nor disagree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Often","Rarely","Rarely","Often","Often","Rarely","Often","Always","Often","Strongly agree","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Often","Sometimes","Sometimes","Always","Often","Often","Always","Always","Agree","Disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Satisfied","Satisfied","Satisfied","Satisfied","Slightly satisfied","Satisfied","Agree",58,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Often","Sometimes","Often","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Often","Often","Often","Rarely","Rarely","Often","Often","Rarely","Never","Never","Never","Often","Often","Often","Strongly agree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Slightly agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Agree","Disagree","Dissatisfied","Dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",59,"Passed"
TRUE,TRUE,TRUE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Never","Sometimes","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Often","Sometimes","Never","Rarely","Sometimes","Sometimes","Never","Often","Always","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Always","Often","Sometimes","Often","Often","Always","Always","Always","Slightly agree","Slightly agree","Slightly agree","Agree","Agree","Slightly disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Satisfied","Satisfied","Satisfied","Slightly satisfied","Satisfied","Satisfied","Agree",62,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Sometimes","Sometimes","Sometimes","Rarely","Often","Often","Often","Often","Often","Often","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Slightly disagree","Slightly agree","Disagree","Neither agree nor disagree","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly satisfied","Slightly satisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Agree",63,"Passed"
TRUE,TRUE,TRUE,TRUE,"Prefer not to say","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Never","Never","Never","Never","","","","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Never","Rarely","Sometimes","Often","Always","Often","Never","Never","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Agree",64,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Never","Rarely","Rarely","Strongly disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Sometimes","Often","Sometimes","Often","Rarely","Always","Always","Sometimes","Always","Often","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely acceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Often","Always","Often","Always","Always","Often","Slightly agree","Disagree","Agree","Slightly agree","Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Very satisfied","Very satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Agree",65,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Often","Rarely","Often","Rarely","Rarely","Rarely","Never","Never","Rarely","Rarely","Rarely","Often","Often","Always","Strongly agree","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Never","Rarely","Sometimes","Sometimes","Rarely","Rarely","Always","Always","Slightly agree","Agree","Strongly agree","Agree","Disagree","Slightly agree","","Slightly agree","Disagree","Disagree","Slightly disagree","Agree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Agree",66,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Always","Often","Rarely","Rarely","Always","Often","Often","Often","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Often","Often","Often","Often","Slightly disagree","Agree","Slightly disagree","Neither agree nor disagree","Slightly agree","Disagree","Strongly agree","Slightly agree","Slightly disagree","Slightly agree","Slightly agree","Neither agree nor disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",67,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","This does not apply to me","STEM (science, technology, engineering, mathematics)","This year","6-10 years","","Often","Rarely","Sometimes","Often","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Sometimes","Often","Often","Rarely","Rarely","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Rarely","Often","Often","Often","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Disagree","Agree","Disagree","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",68,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Sometimes","Rarely","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Often","Sometimes","Sometimes","Rarely","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Rarely","Often","Often","Sometimes","Often","Often","Sometimes","Slightly agree","Disagree","Neither agree nor disagree","Slightly agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Slightly agree","Disagree","Disagree","Agree","Disagree","Slightly satisfied","Neither satisfied nor dissatisfied","Dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",69,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Rarely","Often","Always","Often","Always","Always","Always","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Often","Sometimes","Often","Sometimes","Always","Often","Often","Agree","Slightly agree","Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Agree",70,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Often","Often","Often","Often","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Always","Always","Often","Never","Rarely","Never","Never","Never","Often","Rarely","Never","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Often","Always","Sometimes","Often","Often","Always","Often","Rarely","Strongly disagree","Agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",71,"Passed"
